,ID,full_name,overall,eur_value,eur_wage,league
3686,183442,James Henry,72,3100000.0,9000.0,English League One
9438,183449,Joe Jacobson,66,475000.0,5000.0,English League Two
5387,183453,Prince Oniangué,70,1800000.0,35000.0,English Championship
3732,183454,Eros Pisano,72,2200000.0,27000.0,English Championship
13424,183460,Danny Philliskirk,62,350000.0,2000.0,English League One
3034,183465,Jack Rodwell,73,4800000.0,12000.0,English Championship
13441,183466,Karl Sheppard,62,350000.0,1000.0,Rep. Ireland Premier Division
8441,183471,Dario Vidošić,67,725000.0,4000.0,Australian A-League
4567,183475,Sten Michael Grytebust,71,1600000.0,8000.0,Danish Superliga
8456,183477,Marek Štěch,67,675000.0,9000.0,English League Two
7425,183480,Jordan Spence,68,750000.0,11000.0,English Championship
361,183483,Konstantinos Mitroglou,81,18000000.0,44000.0,French Ligue 1
6428,183490,Johannes van den Bergh,69,750000.0,8000.0,German 2. Bundesliga
1905,183491,Mathias Jørgensen,75,6500000.0,40000.0,English Premier League
11734,183492,Jeppe Mehl,64,425000.0,4000.0,Danish Superliga
260,183497,Orestis Karnezis,82,13500000.0,30000.0,English Premier League
360,183498,Marco Parolo,81,13500000.0,60000.0,Italian Serie A
12691,183499,Yaw-Ihle Amankwah,63,325000.0,2000.0,Danish Superliga
1150,183512,Yuri Berchiche Izeta,77,8000000.0,67000.0,French Ligue 1
6512,183513,Jens Grahl,69,750000.0,11000.0,German Bundesliga
10776,183517,Abu Ogogo,65,550000.0,2000.0,English League One
1155,183518,Rui Pedro da Rocha Fonte,77,10500000.0,54000.0,English Championship
3167,183519,Nacer Barazite,73,4600000.0,16000.0,Turkish Süper Lig
3170,183520,Francisco Mérida Pérez,73,3800000.0,10000.0,Spanish Segunda División
6547,183524,Shane Lowry,69,1000000.0,6000.0,Australian A-League
1958,183526,Nabil El Zhar,75,6500000.0,23000.0,Spanish Primera División
6566,183527,Jay Spearing,69,1000000.0,7000.0,English League One
14356,183530,Jimmy Smith,61,230000.0,2000.0,English League Two
3964,183540,Barry Bannan,72,3200000.0,36000.0,English Championship
14386,183544,Graham Burke,61,350000.0,1000.0,Rep. Ireland Premier Division
12863,183545,Chris Herd,63,300000.0,2000.0,Australian A-League
2569,183546,Jonathan Hogg,74,4600000.0,42000.0,English Premier League
15611,183549,Elliot Parish,59,130000.0,1000.0,Scottish Premiership
893,183556,Neven Subotić,77,7000000.0,53000.0,German Bundesliga
7730,183559,Konstantin Engel,67,600000.0,1000.0,German 3. Liga
5784,183564,Jordy Buijs,69,850000.0,6000.0,Australian A-League
4879,183565,Arne Feick,70,1300000.0,13000.0,German 2. Bundesliga
3313,183567,Erwin Mulder,72,2500000.0,32000.0,English Premier League
851,183568,Sebastian Langkamp,78,8000000.0,30000.0,German Bundesliga
905,183569,Eric Maxim Choupo-Moting,77,9000000.0,71000.0,English Premier League
6732,183573,Norman Theuerkauf,68,675000.0,10000.0,German 2. Bundesliga
259,183574,Max Kruse,82,22000000.0,47000.0,German Bundesliga
5838,183578,Sören Gonther,69,775000.0,9000.0,German 2. Bundesliga
1219,183580,Nils Petersen,76,8000000.0,33000.0,German Bundesliga
2075,183581,Jesús Molina,74,4400000.0,46000.0,Mexican Liga MX
11112,183591,Simone Palermo,64,450000.0,1000.0,Italian Serie B
4974,183593,Joshua John,70,1800000.0,14000.0,Turkish Süper Lig
13023,183596,Erik Domaschke,62,180000.0,1000.0,German 3. Liga
8960,183597,Alexander Stolz,66,325000.0,7000.0,German Bundesliga
6858,183601,Patrick Fabian,68,700000.0,11000.0,German 2. Bundesliga
1650,183606,Slobodan Rajković,75,6000000.0,5000.0,Italian Serie B
5109,183632,Robert Tesche,70,1600000.0,21000.0,German 2. Bundesliga
11297,183640,Christian Strohdiek,64,350000.0,1000.0,German 3. Liga
15289,183641,Vinny Faherty,59,150000.0,1000.0,Rep. Ireland Premier Division
13179,183643,Lukas Königshofer,62,240000.0,1000.0,German 3. Liga
3540,183644,Alexander Grünwald,72,3100000.0,17000.0,Austrian Bundesliga
10241,183645,Christian Ramsebner,65,500000.0,5000.0,Austrian Bundesliga
9177,183646,Martin Kobras,66,400000.0,4000.0,Austrian Bundesliga
9260,183665,Boris Prokopič,66,625000.0,5000.0,Austrian Bundesliga
633,183666,Roberto Jiménez Gago,79,7500000.0,28000.0,Spanish Primera División
5241,183671,Emanuele Terranova,70,1300000.0,3000.0,Italian Serie B
12429,183681,Robbie Weir,63,375000.0,4000.0,English League Two
11473,183686,Mario de Luna,64,350000.0,13000.0,Mexican Liga MX
9376,183691,Daniel Toth,66,475000.0,3000.0,Austrian Bundesliga
6279,183706,Martyn Waghorn,69,1100000.0,14000.0,English Championship
258,183711,Jordan Henderson,82,21500000.0,115000.0,English Premier League
1097,183714,Simon Terodde,77,9000000.0,33000.0,German Bundesliga
3761,183722,Vagner da Silva,72,1900000.0,7000.0,Portuguese Primeira Liga
5479,183736,Dirk Marcellis,70,1400000.0,8000.0,Holland Eredivisie
7447,183741,Michael Zullo,68,700000.0,6000.0,Australian A-League
9604,183743,Alfonso Blanco,66,425000.0,7000.0,Mexican Liga MX
2450,183745,Eduardo Gottardi,74,3400000.0,8000.0,Portuguese Primeira Liga
3824,183746,Avdija Vršajevič,72,2000000.0,12000.0,Turkish Süper Lig
15518,183765,Patrick Kavanagh,59,140000.0,1000.0,Rep. Ireland Premier Division
1937,183766,Bakary Koné,75,5000000.0,22000.0,French Ligue 1
10756,183768,Peter Orry Larsen,65,525000.0,2000.0,Norwegian Eliteserien
2492,183769,Ali Çamdalı,74,2300000.0,17000.0,Turkish Süper Lig
6528,183774,Ryan Bennett,69,1000000.0,26000.0,English Championship
12786,183780,Oliver Lancashire,63,300000.0,3000.0,English League Two
3183,183781,Andreas Bjelland,73,3200000.0,40000.0,English Championship
10853,183789,Mark Howard,65,350000.0,7000.0,English Championship
15057,183792,Thomas Piermayr,60,210000.0,1000.0,Swedish Allsvenskan
3217,183795,Georg Margreitter,73,3200000.0,13000.0,German 2. Bundesliga
6613,183797,Vincent Muratori,69,800000.0,5000.0,French Ligue 2
2562,183800,Yohan Mollo,74,6000000.0,42000.0,English Championship
16061,183807,Pádraig Amond,58,130000.0,2000.0,English League Two
5765,183815,Gerardo Flores,69,700000.0,16000.0,Mexican Liga MX
6697,183819,Rolf Feltscher,68,0.0,0.0,
2036,183820,Mathieu Dossevi,74,5500000.0,18000.0,French Ligue 1
4891,183823,Héctor Verdés Ortega,70,725000.0,7000.0,Spanish Segunda División
8869,183831,Ande Dona Ndoh,66,575000.0,3000.0,French Ligue 2
3337,183833,Ima Faneva Andriatsima,72,2000000.0,8000.0,French Ligue 2
5887,183847,Mandla Masango,69,1100000.0,9000.0,Danish Superliga
2708,183853,Aarón Ñíguez Esclápez,73,4000000.0,11000.0,Spanish Segunda División
632,183855,Angelo Ogbonna,79,10000000.0,105000.0,English Premier League
1272,183870,Anthony Mounier,76,7500000.0,1000.0,Greek Super League
850,183871,Nicolai Müller,78,10000000.0,40000.0,German Bundesliga
13887,183873,Marcus Hansson,61,280000.0,1000.0,Swedish Allsvenskan
1290,183883,Siphiwe Tshabalala,76,6000000.0,1000.0,South African PSL
6977,183885,Kevin Walker,68,925000.0,5000.0,Swedish Allsvenskan
1313,183892,Gabriel Mercado,76,5500000.0,18000.0,Spanish Primera División
631,183893,Claudio Yacob,79,10000000.0,78000.0,English Premier League
7007,183894,Matías Sánchez,68,700000.0,6000.0,Australian A-League
3524,183895,Maxi Moralez,72,2900000.0,7000.0,USA Major League Soccer
85,183898,Ángel Di María,85,37500000.0,145000.0,French Ligue 1
630,183899,Pablo Piatti,79,12500000.0,39000.0,Spanish Primera División
359,183900,Diego Perotti,81,18000000.0,84000.0,Italian Serie A
25,183907,Jérôme Boateng,88,48000000.0,215000.0,German Bundesliga
472,183909,Ibrahima Traoré,80,14500000.0,48000.0,German Bundesliga
12343,183910,Kim Falkenberg,63,280000.0,1000.0,German 3. Liga
2877,183916,Jérémy Pied,73,3200000.0,63000.0,English Premier League
8183,183920,Richard Sukuta-Pasu,67,900000.0,5000.0,German 2. Bundesliga
7122,183921,Julien Faussurier,68,850000.0,5000.0,French Ligue 2
8201,183924,Francesco Migliore,67,575000.0,17000.0,Italian Serie A
6156,183925,Lossémy Karaboué,69,1000000.0,4000.0,French Ligue 2
9312,183933,Ard van Peppen,66,350000.0,3000.0,Holland Eredivisie
1379,183937,Gregory van der Wiel,76,6000000.0,52000.0,Italian Serie A
4420,183940,Vurnon Anita,71,1900000.0,23000.0,English Championship
9364,183945,Fredrik Brustad,66,675000.0,3000.0,Norwegian Eliteserien
5341,183955,Teddy Chevalier,70,1700000.0,12000.0,Belgian First Division A
13396,183965,Jules Goda,62,240000.0,1000.0,French Ligue 2
1091,183966,Facundo Roncaglia,77,6500000.0,24000.0,Spanish Primera División
2379,183969,Juan Forlín,74,4400000.0,10000.0,Spanish Segunda División
8405,183973,Loïc Nestor,67,725000.0,4000.0,French Ligue 2
3754,183975,Jean-Armel Kana-Biyik,72,2600000.0,10000.0,Turkish Süper Lig
3048,183982,Nolan Roux,73,4000000.0,18000.0,French Ligue 1
4568,183987,Stefano Celozzi,71,1900000.0,13000.0,German 2. Bundesliga
8474,183993,Erik Israelsson,67,775000.0,7000.0,Holland Eredivisie
9581,183994,Ricardo da Silva dos Santos,66,625000.0,2000.0,Japanese J1 League
6422,184001,Donny Gorter,69,1000000.0,8000.0,Holland Eredivisie
9650,184009,Leandro Barrios Martires,66,575000.0,4000.0,Turkish Süper Lig
6449,184010,Mohammed Abdellaoue,69,950000.0,4000.0,Norwegian Eliteserien
14270,184013,Marvin Bartley,61,230000.0,2000.0,Scottish Premiership
8637,184031,Luis Carlos Pereira Carneiro,67,775000.0,8000.0,Spanish Segunda División
5634,184035,Brayan Angulo,70,1500000.0,6000.0,Mexican Liga MX
3184,184037,Martin Kelly,73,3700000.0,44000.0,English Premier League
3192,184040,Martin Hansen,73,3400000.0,17000.0,Holland Eredivisie
8762,184058,Jackson Mabokgwane,67,525000.0,1000.0,South African PSL
11974,184065,Sal Zizzo,63,270000.0,2000.0,USA Major League Soccer
629,184069,Sandro Wagner,79,12500000.0,52000.0,German Bundesliga
4026,184071,Ryan Koolwijk,71,1600000.0,8000.0,Holland Eredivisie
1579,184082,Lamine Koné,75,6000000.0,11000.0,English Championship
9966,184083,Stéphane Tritz,65,400000.0,1000.0,German 3. Liga
5816,184084,Matthieu Dreyer,69,850000.0,11000.0,French Ligue 1
2641,184085,Vincent Nogueira,73,3800000.0,24000.0,French Ligue 1
56,184087,Toby Alderweireld,86,40500000.0,165000.0,English Premier League
912,184089,Mehdi Carcela-González,77,9000000.0,1000.0,Greek Super League
471,184111,Christian Benteke,80,18000000.0,75000.0,English Premier League
112,184120,Bruno Soriano Llido,84,18500000.0,59000.0,Spanish Primera División
12201,184124,Eduardo Chávez,63,270000.0,2000.0,Mexican Liga MX
2766,184133,André Castro Pereira,73,3900000.0,19000.0,Turkish Süper Lig
849,184134,Fernando Reges,78,8000000.0,56000.0,Turkish Süper Lig
2775,184136,Orlando Carlos Braga de Sá,73,4000000.0,19000.0,Belgian First Division A
8030,184139,Ricardo Abel Barbosa Ferreira,67,600000.0,4000.0,Portuguese Primeira Liga
8046,184143,Anders Jacobsen,67,900000.0,10000.0,Danish Superliga
170,184144,Nicolás Gaitán,83,25500000.0,70000.0,Spanish Primera División
10210,184148,Jo Coppens,65,450000.0,1000.0,German 3. Liga
4278,184154,Nill De Pauw,71,2500000.0,12000.0,Belgian First Division A
8151,184167,Anthony Moris,67,625000.0,7000.0,Belgian First Division A
2906,184183,Sebastien Dewaest,73,4200000.0,15000.0,Belgian First Division A
470,184190,Romain Thomas,80,11500000.0,32000.0,French Ligue 1
257,184200,Marko Arnautović,82,22500000.0,125000.0,English Premier League
7224,184202,Leroy George,68,850000.0,7000.0,Australian A-League
3717,184218,Lasse Vibe,72,3000000.0,32000.0,English Championship
5380,184220,Mix Diskerud,70,2100000.0,6000.0,Swedish Allsvenskan
10510,184222,Jesper Rask,65,425000.0,3000.0,Danish Superliga
9494,184229,Joachim Thomassen,66,475000.0,2000.0,Norwegian Eliteserien
11624,184237,Leroy Labylle,64,425000.0,3000.0,Holland Eredivisie
5456,184242,Funso Ojo,70,2100000.0,9000.0,English League One
9575,184249,Lukas Van Eenoo,66,775000.0,5000.0,Belgian First Division A
10642,184254,Josué Ayala,65,375000.0,3000.0,Argentinian Superliga
3815,184255,Kolbeinn Sigþórsson,72,3300000.0,18000.0,French Ligue 1
11741,184261,Alain Wiss,64,450000.0,4000.0,Swiss Super League
8547,184266,Kévin Bru,67,750000.0,13000.0,English Championship
256,184267,Yacine Brahimi,82,23000000.0,21000.0,Portuguese Primeira Liga
11765,184269,Mark Ellis,64,400000.0,4000.0,English League Two
1140,184271,Younousse Sankharé,77,9000000.0,45000.0,French Ligue 1
8581,184273,Kevin Wolze,67,700000.0,4000.0,German 2. Bundesliga
6486,184274,Chris Basham,69,850000.0,24000.0,English Championship
15530,184282,Rob Lainton,59,130000.0,2000.0,English League Two
8621,184283,Jan-Philipp Kalla,67,550000.0,10000.0,German 2. Bundesliga
6526,184285,Christian Schneuwly,69,1000000.0,8000.0,Swiss Super League
5619,184287,Marco Schönbächler,70,1900000.0,12000.0,Swiss Super League
9746,184288,Dorian Dervite,66,525000.0,10000.0,English Championship
8662,184292,Eli Sabiá Filho,67,700000.0,13000.0,Saudi Professional League
8696,184300,Jay Simpson,67,800000.0,6000.0,USA Major League Soccer
7626,184301,Jay Emmanuel-Thomas,68,1100000.0,19000.0,English Championship
1999,184312,Jonathan Biabiany,75,6500000.0,1000.0,Czech Liga
4831,184320,Raffaele Bianco,70,1700000.0,4000.0,Italian Serie B
4857,184328,Gabriele Perico,70,675000.0,4000.0,Italian Serie B
7749,184331,Michelangelo Albertazzi,67,650000.0,14000.0,Italian Serie A
6713,184334,Jin Hyung Song,68,875000.0,6000.0,Korean K League Classic
5806,184337,Yo Han Go,69,1000000.0,6000.0,Korean K League Classic
4908,184338,Giuseppe Bellusci,70,1500000.0,3000.0,Italian Serie B
6723,184339,Luigi Giorgi,68,825000.0,3000.0,Italian Serie B
4919,184341,Riccardo Maniero,70,1800000.0,5000.0,Italian Serie B
24,184344,Leonardo Bonucci,88,44000000.0,210000.0,Italian Serie A
8903,184352,James Bailey,66,525000.0,3000.0,English League Two
2738,184376,Lukáš Vácha,73,3200000.0,1000.0,Czech Liga
11207,184383,Alexandre Pasche,64,525000.0,4000.0,Swiss Super League
4207,184387,John Bostock,71,3100000.0,7000.0,French Ligue 2
469,184392,Matteo Darmian,80,13500000.0,120000.0,English Premier League
11261,184397,Liborio Sánchez,64,350000.0,1000.0,Colombian Primera A
3505,184401,Paulo Henrique Carneiro Filho,72,3200000.0,15000.0,Turkish Süper Lig
9149,184407,Federico Moretti,66,650000.0,2000.0,Italian Serie B
1737,184417,Sergio Tejera Rodríguez,75,7000000.0,11000.0,Spanish Segunda División
3568,184422,Luis Ardente,72,725000.0,4000.0,Argentinian Superliga
169,184431,Sebastian Giovinco,83,25000000.0,15000.0,USA Major League Soccer
84,184432,César Azpilicueta Tanco,85,37500000.0,160000.0,English Premier League
2896,184436,Alex Smithies,73,3200000.0,21000.0,English Championship
6222,184456,Eric Lichaj,69,825000.0,16000.0,English Championship
1807,184457,Ricky van Wolfswinkel,75,7000000.0,39000.0,Swiss Super League
9390,184461,Ľubomír Guldan,66,200000.0,3000.0,Polish Ekstraklasa
14792,184466,Adam McGurk,60,210000.0,2000.0,English League Two
12484,184467,Nathan Delfouneso,63,475000.0,2000.0,English League One
1077,184469,Harry Arter,77,10000000.0,66000.0,English Premier League
2991,184471,Alan Judge,73,4000000.0,44000.0,English Championship
1830,184472,Martin Olsson,75,5000000.0,55000.0,English Premier League
13385,184473,Dean Winnard,62,300000.0,2000.0,English League Two
9442,184474,Kevin Pezzoni,66,575000.0,1000.0,German 3. Liga
628,184477,Kyriakos Papadopoulos,79,13500000.0,40000.0,German Bundesliga
8386,184480,Hal Robson-Kanu,67,800000.0,38000.0,English Premier League
9477,184482,Jem Karacan,66,650000.0,11000.0,English Championship
255,184484,Gylfi Sigurðsson,82,23000000.0,130000.0,English Premier League
16311,184492,Lorcan Fitzgerald,57,80000.0,1000.0,Rep. Ireland Premier Division
1117,184501,Michael Lang,77,9000000.0,38000.0,Swiss Super League
3793,184502,Julien Cétout,72,2400000.0,6000.0,French Ligue 2
6421,184512,Denis Tonucci,69,850000.0,3000.0,Italian Serie B
3831,184518,Ömer Şişmanoğlu,72,3300000.0,14000.0,Turkish Süper Lig
8536,184520,Róbert Feczesin,67,675000.0,5000.0,Korean K League Classic
9671,184527,Mattia Mustacchio,66,650000.0,2000.0,Italian Serie B
11834,184543,Jérôme Thiesson,64,350000.0,3000.0,USA Major League Soccer
8666,184549,Adrian Winter,67,725000.0,10000.0,Swiss Super League
1187,184575,Romain Alessandrini,77,9000000.0,11000.0,USA Major League Soccer
13736,184584,Matthew Briggs,61,250000.0,3000.0,English League Two
4865,184585,Ádám Bogdán,70,1200000.0,45000.0,English Premier League
4039,184587,Tomasz Kupisz,71,2500000.0,3000.0,Italian Serie B
15672,184599,Robbie Simpson,58,100000.0,2000.0,English League Two
2661,184606,Fábio José Ferreira Pacheco,73,3100000.0,10000.0,Portuguese Primeira Liga
3374,184614,Michiel Kramer,72,3200000.0,13000.0,Holland Eredivisie
3397,184624,Jordan Rhodes,72,3300000.0,40000.0,English Championship
2718,184626,Nicolás Sánchez,73,2700000.0,44000.0,Mexican Liga MX
11170,184630,Luke Daniels,64,300000.0,9000.0,English Championship
9024,184635,Stef Nijland,66,675000.0,4000.0,Holland Eredivisie
5067,184643,Jorge Villafaña,70,1500000.0,14000.0,Mexican Liga MX
8058,184657,Sander Fischer,67,625000.0,7000.0,Holland Eredivisie
3527,184664,Aurélien Collin,72,2100000.0,6000.0,USA Major League Soccer
12344,184678,Filipe José Lima Mendes,63,210000.0,1000.0,Portuguese Primeira Liga
6181,184703,Luis Montes,69,900000.0,17000.0,Mexican Liga MX
2324,184706,Vincent Bessat,74,4900000.0,23000.0,French Ligue 1
8263,184707,Gary Madine,67,825000.0,23000.0,English Championship
12455,184714,Matt Green,63,350000.0,4000.0,English League Two
1065,184716,Joe Allen,77,10000000.0,68000.0,English Premier League
13379,184726,Joe Partington,62,280000.0,2000.0,English League One
3765,184747,Chris Martin,72,3200000.0,41000.0,English Championship
3045,184749,Dan Gosling,73,4100000.0,56000.0,English Premier League
10577,184750,Ryan Dickson,65,400000.0,3000.0,English League Two
11645,184753,Simon Madden,64,350000.0,1000.0,Rep. Ireland Premier Division
9585,184763,Yohann Thuram,66,550000.0,2000.0,French Ligue 2
10636,184764,Léo Schwechlen,65,450000.0,5000.0,Turkish Süper Lig
9614,184768,Abdul Osman,66,475000.0,2000.0,Scottish Premiership
12660,184772,Miguel Ángel Centeno,63,300000.0,3000.0,Mexican Liga MX
4639,184777,Eduardo Herrera,71,2400000.0,39000.0,Scottish Premiership
5552,184781,Denis Petrić,70,1200000.0,13000.0,French Ligue 1
1935,184789,Ádám Szalai,75,6500000.0,36000.0,German Bundesliga
14994,184794,Adam Yates,60,60000.0,2000.0,English League Two
15550,184801,Andrew Fleming,59,150000.0,2000.0,English League Two
4757,184807,Luís Miguel Lopes Mendes,71,1700000.0,7000.0,Portuguese Primeira Liga
6596,184816,Nejmeddin Daghfous,69,1000000.0,5000.0,German 2. Bundesliga
8725,184819,Ricardo Jorge Tavares Machado,67,700000.0,13000.0,Saudi Professional League
2559,184823,Djalma Braume Manuel Abel Campos,74,5500000.0,1000.0,Greek Super League
168,184826,Adrien S. Perruchet Silva,83,0.0,0.0,
5731,184833,Carlos Grossmüller,69,500000.0,3000.0,Norwegian Eliteserien
11988,184836,Prince Buaben,63,350000.0,2000.0,Scottish Premiership
16076,184843,Ben Tozer,57,90000.0,2000.0,English League Two
8844,184847,John Goossens,66,650000.0,3000.0,USA Major League Soccer
1234,184873,Ismaël Traoré,76,5500000.0,25000.0,French Ligue 1
7913,184878,Tommy Høiland,67,800000.0,4000.0,Norwegian Eliteserien
627,184881,Sofiane Feghouli,79,13000000.0,77000.0,Turkish Süper Lig
2727,184885,Muriel Gustavo Becker,73,2600000.0,6000.0,Portuguese Primeira Liga
1670,184895,Geoffrey Bia,75,7000000.0,16000.0,Turkish Süper Lig
5983,184900,Kwang Suk Kim,69,325000.0,6000.0,Korean K League Classic
11227,184901,Kwang Hoon Shin,64,325000.0,2000.0,Korean K League Classic
2234,184926,Fabiano Ribeiro de Freitas,74,3800000.0,11000.0,Portuguese Primeira Liga
7037,184927,Idir Ouali,68,875000.0,10000.0,Belgian First Division A
5177,184935,Arnold Bouka Moutou,70,1400000.0,13000.0,French Ligue 1
13,184941,Alexis Sánchez,89,67500000.0,265000.0,English Premier League
358,184942,Giuliano Victor de Paula,81,20500000.0,80000.0,Turkish Süper Lig
6131,184944,Charles Basílio da Silva,69,600000.0,10000.0,Turkish Süper Lig
626,184949,Mariano Ferreira Filho,79,8000000.0,65000.0,Turkish Süper Lig
4433,184972,Nílton Ferreira Junior,71,1800000.0,5000.0,Japanese J1 League
14117,184980,Ian Bermingham,61,200000.0,1000.0,Rep. Ireland Premier Division
2354,184982,Marcelo Larrondo,74,6000000.0,23000.0,Argentinian Superliga
6299,184990,Antonio Jesús Regal Angulo,69,800000.0,6000.0,Spanish Segunda División
1434,184999,Maurício José da Silveira Júnior,76,6000000.0,1000.0,Greek Super League
1447,185010,Michał Pazdan,76,6000000.0,13000.0,Polish Ekstraklasa
6393,185018,Jean-Pascal Fontaine,69,950000.0,5000.0,French Ligue 2
10630,185019,Juan Miguel Callejón Bueno,65,500000.0,5000.0,Saudi Professional League
167,185020,José María Callejón Bueno,83,24500000.0,87000.0,Italian Serie A
14957,185038,Michał Gliwa,60,140000.0,1000.0,Polish Ekstraklasa
4748,185061,Javier Morales,71,800000.0,5000.0,USA Major League Soccer
6569,185064,Fabián Espíndola,69,850000.0,6000.0,Spanish Segunda División
6585,185068,Johnny Russell,69,1100000.0,33000.0,English Championship
7643,185072,Mihail Aleksandrov,68,900000.0,17000.0,Russian Premier League
5682,185073,Enrique Sola Clemente,70,1600000.0,17000.0,Spanish Primera División
4004,185089,Elderson Echiéjilé,71,1800000.0,11000.0,Turkish Süper Lig
889,185090,Benjamin Moukandjo,77,0.0,0.0,
625,185103,Aleksandar Kolarov,79,8000000.0,68000.0,Italian Serie A
12055,185108,Robbert te Loeke,63,300000.0,2000.0,English League One
4920,185109,Maciej Sadlok,70,1400000.0,6000.0,Polish Ekstraklasa
12094,185117,Grzegorz Baran,63,110000.0,1000.0,Polish Ekstraklasa
10012,185119,Alex Dyer,65,600000.0,2000.0,Swedish Allsvenskan
4951,185120,Massimo Volta,70,1300000.0,4000.0,Italian Serie B
1229,185122,Péter Gulácsi,76,6000000.0,45000.0,German Bundesliga
4131,185129,Panagiotis Glykos,71,1500000.0,1000.0,Greek Super League
468,185132,Mikel San José Domínguez,80,14500000.0,33000.0,Spanish Primera División
2111,185135,Alberto Lora Ramos,74,4100000.0,11000.0,Spanish Segunda División
4171,185144,Massimo Coda,71,2400000.0,22000.0,Italian Serie A
6910,185149,Jan Koprivec,68,0.0,0.0,
1291,185163,Luca Rossettini,76,4400000.0,32000.0,Italian Serie A
13917,185165,Peter Vincenti,61,240000.0,3000.0,English League Two
10197,185170,Sebastian Ryall,65,450000.0,3000.0,Australian A-League
8066,185171,Adil Auassar,67,575000.0,6000.0,Holland Eredivisie
4258,185172,Vincenzo Fiorillo,71,1600000.0,3000.0,Italian Serie B
1716,185174,Andrea Poli,75,7000000.0,46000.0,Italian Serie A
1007,185181,Yoel Rodríguez Oterino,77,6000000.0,19000.0,Spanish Primera División
16202,185187,Bartłomiej Sielewski,57,60000.0,1000.0,Polish Ekstraklasa
15807,185189,Dawid Pietrzkiewicz,58,100000.0,1000.0,Polish Ekstraklasa
4338,185199,Sebastian Ribas,71,2400000.0,9000.0,Argentinian Superliga
2277,185200,Vasco Herculano Cunha Fernandes,74,4200000.0,9000.0,Portuguese Primeira Liga
1775,185204,Diego Ângelo de Oliveira,75,4500000.0,17000.0,Turkish Süper Lig
10338,185205,Evandro Silva do Nascimento,65,550000.0,2000.0,Korean K League Classic
467,185221,Luiz Gustavo Dias,80,11500000.0,37000.0,French Ligue 1
13346,185226,Keith Watson,62,280000.0,2000.0,Scottish Premiership
166,185239,Ömer Toprak,83,24500000.0,66000.0,German Bundesliga
8391,185249,Demar Phillips,67,290000.0,5000.0,USA Major League Soccer
10549,185255,Gonzalo Zárate,65,425000.0,4000.0,Swiss Super League
14868,185256,Jason Hoffman,60,160000.0,1000.0,Australian A-League
3042,185260,Deniz Kadah,73,3500000.0,19000.0,Turkish Süper Lig
13465,185265,Callum Kennedy,62,280000.0,2000.0,English League One
7417,185270,Juan Carlos Blengio,68,120000.0,6000.0,Argentinian Superliga
11756,185291,Kevin Debaty,64,375000.0,3000.0,Belgian First Division A
4743,185316,Thomas Rogne,71,2300000.0,5000.0,Swedish Allsvenskan
4019,185349,Denis Odoi,71,1800000.0,29000.0,English Championship
921,185373,Ivelin Popov,77,8500000.0,64000.0,Russian Premier League
8922,185380,Taijo Teniste,66,475000.0,2000.0,Norwegian Eliteserien
3408,185394,Vegard Forren,72,2400000.0,6000.0,Norwegian Eliteserien
4195,185405,Dušan Kuciak,71,1400000.0,5000.0,Polish Ekstraklasa
988,185422,Joshua King,77,11500000.0,69000.0,English Premier League
2802,185427,Ørjan Nyland,73,3600000.0,17000.0,German 2. Bundesliga
357,185431,Nikola Kalinić,81,18000000.0,84000.0,Italian Serie A
4291,185438,Nicklas Bärkroth,71,2800000.0,8000.0,Polish Ekstraklasa
2543,186098,Rodolfo Cota,74,3800000.0,23000.0,Mexican Liga MX
7661,186101,Even Hovland,68,725000.0,3000.0,Norwegian Eliteserien
13679,186103,Lee Collins,62,250000.0,3000.0,English League Two
10928,186112,John Akinde,64,475000.0,5000.0,English League Two
848,186115,Kieran Gibbs,78,8500000.0,62000.0,English Premier League
2589,186116,Henri Lansbury,73,4600000.0,35000.0,English Championship
5754,186117,Jordon Mutch,69,1200000.0,28000.0,English Premier League
6693,186122,Byron Webster,68,675000.0,19000.0,English Championship
12931,186126,Ryan Flynn,62,300000.0,1000.0,English League One
5798,186127,Ched Evans,69,1100000.0,28000.0,English Championship
1580,186130,James Chester,75,6500000.0,34000.0,English Championship
624,186132,Danny Drinkwater,79,14000000.0,125000.0,English Premier League
7812,186135,Corry Evans,67,875000.0,9000.0,English League One
9990,186136,Christy Fagan,65,550000.0,1000.0,Rep. Ireland Premier Division
3343,186139,Matty James,72,3800000.0,39000.0,English Premier League
4078,186140,Federico Macheda,71,2900000.0,4000.0,Italian Serie B
3358,186143,Oliver Norwood,72,3800000.0,31000.0,English Championship
466,186146,Danny Welbeck,80,17500000.0,130000.0,English Premier League
11090,186147,Gary Woods,64,400000.0,2000.0,Scottish Premiership
623,186148,Ron-Robert Zieler,79,10000000.0,27000.0,German Bundesliga
12136,186152,James Dunne,63,300000.0,3000.0,English League Two
254,186153,Wojciech Szczęsny,82,18000000.0,90000.0,Italian Serie A
2705,186156,Luke Ayling,73,4000000.0,30000.0,English Championship
2712,186158,Kyle Bartley,73,4000000.0,52000.0,English Premier League
4153,186161,Gilles Sunu,71,2800000.0,18000.0,French Ligue 1
10109,186172,Gavin Gunning,65,550000.0,5000.0,English League Two
1702,186190,Patrick van Aanholt,75,6500000.0,44000.0,English Premier League
1315,186197,Gaël Kakuta,76,8500000.0,23000.0,French Ligue 1
11289,186198,Jacob Mellis,64,525000.0,6000.0,English League Two
1319,186200,Fabio Borini,76,9000000.0,14000.0,Italian Serie A
